modified,"Work/
Munkanem","Work/
Munkanem","Position/
tétel",Description,Leírás," Quantity/
mennyiség ","Unit/
egység","Quantity modification from GC 
(if needed +/- )","Materila unit price/
anyag egység ár HUF","Unit worker fees/
munka díj    egység ár   HUF","Unit price sum/
összes egység ár   HUF","Sum/
Összesen
HUF",,,,,,,
,,,,"Filter
Flanged Y-strainer with counterflanges, bolts and gaskets, installed according to design, min. 1000 μm filtration grade
- manufacturer: IMI Hydronic Engineering
- type: TA-STR","Szűrő
Karimás szennyfogó szűrő, ellenkarimákkal, csavarokkal és tömítésekkel, felszerelve, terv szerinti helyekre, min. 1000 μm szűrőfokozattal
- gyártó: IMI Hydronic Engineering
- típus: TA-STR",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1456
,400,421,59,DN50,DN50, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1457
,400,421,60,DN65,DN65, -      ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1458
,400,421,61,DN80,DN80, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1459
,400,421,62,"Pressure difference gauge for heating or cooling system, 
complete with 2pcs of shut-off ball valve
1st accuracy class, PN16","Nyomáskülönbség mérő manométer fűtési vagy hűtési rendszerhez, 
2 db leválasztó gömbcsappal kompletten
1-es pontossági osztály, PN16", 5.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1460
,400,421,63,"Pressure gauge
With capillary pipe, isolating / bleeding ball valve, complete with auxiliary materials.
1,6 accuracy class, D63mm","Nyomásmérő manométer
Impulzus vezetékekkel, leválasztó-légtelenítő manométer gömbcsappal, szükséges segédanyagokkal kompletten.
1,6-os pontossági osztály, D63mm", 11.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1461
,400,421,64,"Preparation of installation points for pressure transmitters
completely installed according to deisgn
Pressure transmitter is specified in automation design!","Beépítési pont kialakítása nyomás távadók számára
 kompletten beépítve a terv szerinti helyekre. 
Nyomás távadót az automatika szakág tartalmazza!", 11.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1462
,400,421,65,"Temperature gauge
For 12mm bushing, 1/2"" external thread, completely installed according to design.
0-120 °C measurng range in heating systems
1st accuracy class, D=63mm, L=100mm
WIKA R52.063, PN16","Merülőhüvelyes hőmérő 
12mm-es merülőhüvelybe, 1/2"" külső menettel, kompletten beépítve a terv szerinti helyekre.
fűtési rendszerben 0-120 fok mérési tartomány
1-es pontossági osztály, D=63mm, L=100mm
WIKA R52.063, PN16", 5.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1463
,400,421,66,"Bushing for temperature transmitters
For D10 bushing, 1/2"" external thread, completely installed accoding to design. 
Temperature transmitter is specified in automation design!","Merülőhüvely kialakítása hőmérséklet távadók számára
D10-es merülőhüvelybe, 1/2"" külső menettel, kompletten beépítve a terv szerinti helyekre. 
Hőmérséklet távadót az automatika szakág tartalmazza!", 5.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1464
,400,421,67,"Heating manifold
DN200, length an other dimensions according to drawing, with torispherical dished heads, complete with stand and support, protective coating and 50mm Armaflex insulation, put on 2,5cm thick MAFUND vibration insulation pads, 2x 1"" draining connected to sewer, bushings for temperature/pressure gauge installation, galvanised sheet metal sheathing, DN80 connection on supply and return side.
Vibration insulation according to acoustic design","Fűtési osztó/gyűjtő
DN200-as, hossz és egyéb méretetk rajz szerint, mélydomború zárófenekekkel, lábakkal, tartószerkezettel, alapmázolással, 50mm ARMAFLEX szigeteléssel kompletten, 2,5 cm MAFUND rezgésszigetelő lemezre helyezve, 2x 1""-os, csatornába kötött ürítővel, hőmérséklet/nyomásmérő hüvelyekkel, bádogozva, osztón és gyűjtőn DN80-as csatlakozással
Rezgésszigetelés akusztikai tervfejezet szerint", 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1465
,400,421,68,"Ultrasonic heat meter
in heating network, for monitoring and measuring energy consumption
with 2 temperature sensors, central unit, cabling, completely installed and put in operation, with signal transmitter to building automation system
- medium: water
- temperature range [°C]: 10-80
- manfacturer:
- type:
- connection size: DN80
- nominal flow rate [m³/h]: 15","Ultrahangos hőmennyiség-mérő
fűtési hálózatban, az energiafogyasztás ellenőrzésére és mérésére, 2db hőmérséklet érzékelőve, központi mérőegységgel, kábelezéssel, telepítve és üzembehelyezve, jeladóval épületfelügyeleti rendszerhez
- közeg: víz
- hőmérséklet tartomány [°C]: 10-80
- gyártó:
- típus:
- csatlakozó méret: DN80
- névleges térfogatáram [m³/h]: 15", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1466
,400,421,69,"Boiler feed valve
(re)filling combination valve for closed loop heating systems,for water medium, max.10bar, installed in horizontal pipe section, comprising the folloving parts:
- shut-off valves on inlet/outlet side
- adjustable(1.5-4bar), spring loaded pressure reducing valve w. gauge
- strainer (0.2mm)
- double check backflow preventer with air vent and drain: can be permanently connected to drinking water network in compliance with MSZ EN 1717, no additional system separator is necessary

- manufacturer: Honeywell
- type: NK300S 1/2""","Boiler feed valve
(újra)töltő kombinált szelep zárt fűtési rendszerekhez, víz közegre, max.10bar, vízszintesen beéptve, és a következő elemekből áll:
- elzáró szelepek be- és kimeneti oldalon
- állítható (1.5-4bar), rugóterhelésű nyomáscsökkentő szelep nyomásmérővel
- szűrő (0.2mm)
- kettős visszaáramlásgátló szelep légtelenítővel és ürítőszeleppel, tartósan az ivóvízhálózathoz csatlakoztatható az MSZ EN 1717-nek megfelelően, nem szükséges külön rendszerleválasztó szelep

- gyártó: Honeywell
- type: NK300S 1/2""", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1467
,400,421,70,"Buffer tank
for heating water storage in DHW production, welded cylindrical steel tank, standing construction, insulation thickness 100mm, flanged connections, draining and deareator valve, temperature meters/sensors
- volume [m³]: 2
- connection size: DN65
- manufacturer:
- type:","Puffer tartály
fűtővíz tárolására a használati melegvíz előállításban, hegesztett álló acéltartály, szigetelés vastagság 100mm, karimás csatlakozó csonkokkal, ürítő és légtelenítő szerlvényekkel, hőmérséklet mérőkkel és érzékelőkkel
- térfogat [m³]: 2
- csatlakozó méret: DN65
- gyártó:
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1468
,400,421,71,"2-way motorised control valve
Floor convector heater circle
with water side connecting, gaskets, counterflanges (if necessary) and bolts
- kv value [m³/h]:
- size:DN15
- voltage [V]:
- manufacturer
- type:","Egyutú motoros szabályzószelep
Padlókonvektor kör
vízoldali csatlakozással, tömítésekkel, ellenkarimákkal (ha szükséges) és csavarokkal
- kv érték [m³/h]:
- méret: DN15
- feszültség [V]:
- gyártó:
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1469
,400,421,72,"2-way motorised ball valve
T.0.04.0 Tool & cliché storage - Fan heater
with water side connecting, gaskets, counterflanges (if necessary) and bolts
- kv value [m³/h]:
- size:DN25
- voltage [V]:
- manufacturer:
- type:","Egyutú motoros gömbcsap
T.0.04.0 Szerszám- és kliséraktár - termoventilátor
vízoldali csatlakozással, tömítésekkel, ellenkarimákkal (ha szükséges) és csavarokkal
- kv érték [m³/h]:
- méret: DN25
- feszültség [V]:
- gyártó:
- típus:", 5.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1470
,400,421,73,"3-way motorised control valve
T.0.04.0 Tool & cliché storage - Fan heater
with water side connecting, gaskets, counterflanges (if necessary) and bolts
- kv value [m³/h]:
- size:DN25
- voltage [V]:
- manufacturer:
- type:","Kétutú motoros szabályzószelep
T.0.04.0 Szerszám- és kliséraktár - termoventilátor
vízoldali csatlakozással, tömítésekkel, ellenkarimákkal (ha szükséges) és csavarokkal
- kv érték [m³/h]:
- méret: DN25
- feszültség [V]:
- gyártó:
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1471
,400,421,74,"Expansion vessel
K3, K4 Boiler
Pressure expansion vessel with fixed gas charge in airproof butyl bag, for heating application, complete with accessories
- lock-shield valve, protected against unauthorized operation
- pressure gauge
- spring loaded safety valve
- thermometer
- gas cushion pressure meter, for initial pressure setting

- nominal volume [litre]: 12
- manufacturer: Flamco
- type: Contra-Flex W 12","Tágulási tartály
K3, K4 kazán
Tágulási tartály fix gáztöltettel, hermetikusan záró butil ballonnal, fűtési alkalmazásra, tartozékokkal együtt
- reteszelő elzárószelep, jogosulatlan működtetés ellen védett
- nyomásmérő
- rugós biztonsági szelep
- hőmérő
- gáztöltet - nyomásmérő, kezdeti nyomás beállítására

- névleges térfogat [liter]: 12
- gyártó: Flamco
- típus: Contra-Flex W 12", 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1472
,400,421,75,"Expansion vessel
Wall mounted boilers, secondary side
Pressure expansion vessel with fixed gas charge in airproof butyl bag, for heating application, complete with accessories
- lock-shield valve, protected against unauthorized operation
- pressure gauge
- spring loaded safety valve
- thermometer
- gas cushion pressure meter, for initial pressure setting

- nominal volume [litre]: 12
- manufacturer: Flamco
- type: Contra-Flex W 12","Tágulási tartály
Falikazánok, szekunder oldal
Tágulási tartály fix gáztöltettel, hermetikusan záró butil ballonnal, fűtési alkalmazásra, tartozékokkal együtt
- reteszelő elzárószelep, jogosulatlan működtetés ellen védett
- nyomásmérő
- rugós biztonsági szelep
- hőmérő
- gáztöltet - nyomásmérő, kezdeti nyomás beállítására

- névleges térfogat [liter]: 12
- gyártó: Flamco
- típus: Contra-Flex W 12", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1473
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1474
,,,,"Circulation pumps MEI >0,4","Keringető szivattyúk Energiaosztály MEI >0,4",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1475
,400,421,76,"Pump P-H-2
K3 Boiler
variable speed, wet rotor circulator pump, with flanged connections, counterflanges, gaskets and bolts,expansion joints, built-in frequency converter, motor with and full electronic trip unit and thermal protection, flow limitation, dp-c, dp-v, V-const. operation modes
- nominal head, Δp [mwg]: 16
- nominal flow, V̇ [m³/h]: 5.3
- nominal power consumption [kW]:
- manufacturer: Wilo
- type:","P-H-2 szivattyú
K3 kazán
változó fordulatszámú, nedves tengelyű keringető szivattyú, karimás csatlakozókkal, ellenkarimákkal, tömítéssel és csavarokkal, kompenzátorokkal, beépített frekvenciaváltóval, motor teljes elektronikus és termikus védelemmel, térfogatáram-korlátozó, állandó és változó nyomáskülönbség, állandó térfogatáram üzemmódokkal
- névleges emelőmagasság, Δp [mvo]: 16
- névleges térfogatáram flow, V̇ [m³/h]: 5.3
- névleges el. fogyasztás [kW]:
- gyártó: Wilo
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1476
,400,421,77,"Pump P-H-3
K4 Boiler
variable speed, wet rotor circulator pump, with flanged connections, counterflanges, gaskets and bolts,expansion joints, built-in frequency converter, motor with and full electronic trip unit and thermal protection, flow limitation, dp-c, dp-v, V-const. operation modes
- nominal head, Δp [mwg]: 16
- nominal flow, V̇ [m³/h]: 5.3
- nominal power consumption [kW]:
- manufacturer: Wilo
- type:","P-H-3 szivattyú
K4 kazán
változó fordulatszámú, nedves tengelyű keringető szivattyú, karimás csatlakozókkal, ellenkarimákkal, tömítéssel és csavarokkal, kompenzátorokkal, beépített frekvenciaváltóval, motor teljes elektronikus és termikus védelemmel, térfogatáram-korlátozó, állandó és változó nyomáskülönbség, állandó térfogatáram üzemmódokkal
- névleges emelőmagasság, Δp [mvo]: 16
- névleges térfogatáram flow, V̇ [m³/h]: 5.3
- névleges el. fogyasztás [kW]:
- gyártó: Wilo
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1477
,400,421,78,"Pump P-H-5
Heating of technical rooms
variable speed, wet rotor circulator pump, with flanged connections, counterflanges, gaskets and bolts,expansion joints, built-in frequency converter, motor with and full electronic trip unit and thermal protection, flow limitation, dp-c, dp-v, V-const. operation modes
- nominal head, Δp [mwg]: 15
- nominal flow, V̇ [m³/h]:5,3
- nominal power consumption [kW]:
- manufacturer: Wilo
- type:","P-H-5 szivattyú
Technikai helyiségek fűtése
változó fordulatszámú, nedves tengelyű keringető szivattyú, karimás csatlakozókkal, ellenkarimákkal, tömítéssel és csavarokkal, kompenzátorokkal, beépített frekvenciaváltóval, motor teljes elektronikus és termikus védelemmel, térfogatáram-korlátozó, állandó és változó nyomáskülönbség, állandó térfogatáram üzemmódokkal
- névleges emelőmagasság, Δp [mvo]: 15
- névleges térfogatáram flow, V̇ [m³/h]:
- névleges el. fogyasztás [kW]: 5,3
- gyártó: Wilo
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1478
,400,421,79,"Pump P-H-7
Domestic hot water production, primary side
variable speed, wet rotor circulator pump, with flanged connections, counterflanges, gaskets and bolts,expansion joints, built-in frequency converter, motor with and full electronic trip unit and thermal protection, flow limitation, dp-c, dp-v, V-const. operation modes
- nominal head, Δp [mwg]: 10
- nominal flow, V̇ [m³/h]: 11.4
- nominal power consumption [kW]:
- manufacturer: Wilo
- type:","P-H-7 szivattyú
Használati melegvíz termelés, primer oldal
változó fordulatszámú, nedves tengelyű keringető szivattyú, karimás csatlakozókkal, ellenkarimákkal, tömítéssel és csavarokkal, kompenzátorokkal, beépített frekvenciaváltóval, motor teljes elektronikus és termikus védelemmel, térfogatáram-korlátozó, állandó és változó nyomáskülönbség, állandó térfogatáram üzemmódokkal
- névleges emelőmagasság, Δp [mvo]: 10
- névleges térfogatáram flow, V̇ [m³/h]: 11.4
- névleges el. fogyasztás [kW]:
- gyártó: Wilo
- típus:", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1479
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1480
,400,421,80,Air heater's water-side connection ,Termoventilátorok vízoldali bekötése, 6.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1481
,400,421,81,Insulation of pipe accessories,Csővezetéki szerelvényel szigetelése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1482
,400,421,82,Making and restoration of openings in the amount as specified in design,Áttörések kialakítása és helyreállítása a tervek szerinti mennyiségben, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1483
,400,421,83,Statically sized machine bases,Statikailag méretezett gépalapok., 1.00    ,unit price /készlet,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1484
,400,421,84,"Galvanised steel mounting rails in custom construction and grouped hangers, respectively.
Mounting rails preassembled in different lengths, including end caps, connectorsl, and threaded bolts.
Additional galvanising is not allowed.
Metal dowels, anchor bolts, threaded rods bolts and nuts and washers, grub screws should be included in flat rate prices
Manufacturer: Hilti
or technivallly equivalent 
Cost estimation only for informal purposes, exact quantiites will be finalized in execution design","Horganyzott szerelősínek egyedi konstrukcióban, illetve gyűjtőfelfüggesztések.
Szerelősinek különböző hosszban feldolgozva, beleértve véglezárókkal, összekötő elemekkel, és horogfejű meneteslemezzel.
Utólagos horganyzás a szerelősineken nem megengedett.
Fémdübelenek, hordókapcsoknak, menetes száraknak, csavaroknak anyáknak, alátéteknek, menetes stifteknek az ajánlati egységárakban szerpelniük kell.
Gyártó: Hilti
vagy vele egyenértékű 
Becslés ,a pontos mennyiség a kiviteli terv során kerül véglegesítésre"," 4,960.00    ",kg,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1485
,400,421,85,"Installation design, commissioning, etc. of heating  systems","Fűtés rendszerek szerelési tervei, üzembe helyezése, stb, ", 1.00    ,unit,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1486
,400,421,86,Preparation of icomplete nstallation and detail design documentation,Az összes szerelési és részlet terv elkészítése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1487
,400,421,87,"preparation according to delivered execution design documents, 3 sets in printed form, 2 sets on CD,  in hungarian and english","az átadott kiviteli terveknek megfelelő kidolgozás, 3 pld nyomtatva, 2 pld CD, magyar és angol nyelven", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1488
,400,421,88,Collision check with Autodesk Navisworks,Ütközés vizsgálat Autodesk Navisworks segítségével, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1489
,400,421,89,"Equipment inspection, facilitating the necessary coordination and technical presentations","Berendezések felülvizsgálata, a szükséges megbeszélések és műszaki ismertetések", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1490
,400,421,90,"Coordination of authorization and technival review with the relecant authorities, w. certifications","Egyeztetés, engedéyeztetés és műszaki felülvizsgálat az illetékes hatóságokkal, bizonylatolva", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1491
,400,421,91,Oversight of loading and deareation,A töltés és légtelenítés ellenőrzése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1492
,400,421,92,documented after the succesful pressure test,az elvégzett nyomáspróba után dokumentálva, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1493
,400,421,93,As-built documentation,Megvalósulási dokumentáció, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1494
,400,421,94,"preparation of documents, 3 sets in printed form, 2 sets on CD,  in hungarian and english","Dokumentáció elkészítése 3 pld-ban, magyar és angol nyelven nyomtatva és 2 pld CD", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1495
,400,421,95,On-time training of operation personnel,A kezelőszemélyzet egyszeri betanítása , 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1496
,400,421,96,Training protocol documentation,Betanítási jegyzőkönyv készítése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1497
,400,421,97,Commissioning and initial setup of equipment,A berendezés üzembehelyezése és beszabályozása, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1498
,400,421,98,Pressure test,Nyomáspróba, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1499
,400,421,99,"Operation tests, tuning along with automation","Működés ellenőrzése, az automatikável közös beszabályozás", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1500
,400,421,100,Labeling and marking,Táblázás és feliratozás, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1501
,400,421,101,"Lable plate size: 100x50 mm w. welded mounting kit
Manufacturer: Hilti","Táblaméret: 100x50 mm hegeszetett tartóval
Gyártó: Hilti", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1502
,400,421,102,Flow direction indication arrows according to DIN2404,Közeg áramlási irányának jelzése DIN2404 szerint, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1503
,400,421,103,"Self adhesve flow direction display arrow
Size:230x40 mm","Öntapadós áramlásirány jelző nyíl 
Méret:230x40 mm", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1504
